MZ	Intensity
-114.77627	745
-114.68988	750
-114.60331	755
-114.51658	750
-114.42969	760
-114.34263	765
-114.25540	761
-114.16801	760
-114.08046	758
-113.99274	759
-113.90485	763
-113.81680	779
-113.72858	748
-113.64020	758
-113.55165	748
-113.46294	751
-113.37406	745
-113.28502	736
-113.19581	738
-113.10644	737
-113.01690	743
-112.92719	714
-112.83732	719
-112.74729	710
-112.65709	711
-112.56672	712
-112.47619	693
-112.38549	698
-112.29463	689
-112.20360	691
-112.11241	677
-112.02105	686
-111.92953	686
-111.83784	683
-111.74599	685
-111.65397	676
-111.56178	690
-111.46943	700
-111.37692	695
-111.28424	693
-111.19139	697
-111.09838	707
-111.00520	699
-110.91186	715
-110.81835	701
-110.72468	728
-110.63084	725
-110.53684	743
-110.44267	741
-110.34834	767
-110.25384	774
-110.15917	780
-110.06434	790
-109.96935	808
-109.87419	823
-109.77886	835
-109.68337	857
-109.58772	876
-109.49189	923
-109.39591	953
-109.29975	1012
-109.20344	1161
-109.10695	1408
-109.01030	1755
-108.91349	2203
-108.81651	2573
-108.71937	3094
-108.62206	3443
-108.52458	3715
-108.42694	3744
-108.32914	3742
-108.23117	3616
-108.13303	3310
-108.03473	2971
-107.93626	2666
-107.83763	2326
-107.73883	2086
-107.63987	1895
-107.54074	1726
-107.44144	1622
-107.34199	1528
-107.24236	1443
-107.14257	1344
-107.04262	1281
-106.94250	1292
-106.84221	1239
-106.74176	1168
-106.64114	1126
-106.54036	1161
-106.43942	1108
-106.33830	1086
-106.23703	1066
-106.13558	1060
-106.03397	1068
-105.93220	1112
-105.83026	1305
-105.72816	1541
-105.62589	1664
-105.52345	2243
-105.42085	3598
-105.31809	4613
-105.21516	4553
-105.11206	4056
-105.00880	3714
-104.90537	3314
-104.80178	2846
-104.69802	2403
-104.59410	2037
-104.49001	1817
-104.38576	1613
-104.28134	1499
-104.17676	1419
-104.07201	1550
-103.96709	1552
-103.86201	1524
-103.75677	1468
-103.65135	1431
-103.54578	1356
-103.44004	1298
-103.33413	1314
-103.22806	1290
-103.12182	1257
-103.01542	1232
-102.90885	1179
-102.80212	1176
-102.69522	1176
-102.58815	1143
-102.48093	1143
-102.37353	1118
-102.26597	1158
-102.15825	1163
-102.05035	1123
-101.94230	1132
-101.83408	1103
-101.72569	1107
-101.61714	1056
-101.50842	1037
-101.39954	1040
-101.29049	1058
-101.18128	1030
-101.07190	1026
-100.96236	1024
-100.85265	1020
-100.74277	1036
-100.63273	1006
-100.52253	1027
-100.41216	998
-100.30162	1018
-100.19092	1012
-100.08005	1027
-99.96902	1002
-99.85782	1036
-99.74646	1047
-99.63493	1060
-99.52324	1160
-99.41138	1630
-99.29936	2195
-99.18717	2070
-99.07481	1702
-98.96229	1519
-98.84961	1578
-98.73676	1645
-98.62374	1711
-98.51056	1795
-98.39722	1841
-98.28370	1915
-98.17003	2156
-98.05618	2203
-97.94218	2323
-97.82800	2400
-97.71366	2540
-97.59916	2603
-97.48449	2679
-97.36966	2789
-97.25466	2945
-97.13949	2983
-97.02416	2994
-96.90867	2982
