MZ	Intensity
112.41386	16575
112.70129	16575
112.98889	16525
113.27666	16128
113.56459	14958
113.85269	13259
114.14095	12441
114.42938	12030
114.71797	11629
115.00673	10994
115.29565	10416
115.58474	9836
115.87399	9054
116.16341	8485
116.45300	8346
116.74275	8243
117.03266	8071
117.32274	7992
117.61299	7936
117.90340	7895
118.19397	7877
118.48472	7868
118.77562	7864
119.06669	7843
119.35793	7810
119.64933	7786
119.94090	7806
120.23264	7964
120.52454	8238
120.81660	8547
121.10883	8660
121.40122	8656
121.69378	8564
121.98651	8682
122.27940	9273
122.57246	10190
122.86568	11052
123.15907	11394
123.45262	11350
123.74634	10920
124.04022	10740
124.33427	11567
