MZ	Intensity
-97.59916	3409
-97.48449	3538
-97.36966	3641
-97.25466	3785
-97.13949	3774
-97.02416	3826
-96.90867	3915
-96.79301	3943
-96.67718	4015
-96.56119	3960
-96.44503	3930
-96.32871	3870
-96.21222	3806
-96.09557	3816
-95.97875	3789
-95.86177	3686
-95.74462	3635
-95.62730	3579
-95.50982	3435
-95.39218	3267
-95.27437	3214
-95.15639	3252
-95.03825	3193
-94.91995	3050
-94.80147	3072
-94.68284	3167
-94.56404	3189
-94.44507	3286
-94.32594	3503
-94.20664	3848
-94.08717	4179
-93.96754	4569
-93.84775	4928
-93.72779	5282
-93.60767	5626
-93.48738	5953
-93.36692	6248
-93.24630	6700
-93.12551	7256
-93.00456	7914
-92.88345	8717
-92.76216	9417
-92.64072	9510
-92.51910	9310
-92.39733	9080
-92.27538	8957
-92.15327	8748
-92.03100	8311
-91.90856	7999
-91.78596	7510
-91.66319	7115
-91.54025	6980
-91.41715	6719
-91.29388	6821
-91.17045	7213
-91.04686	7865
-90.92309	8376
-90.79917	8952
-90.67507	9565
-90.55082	10754
-90.42639	11738
-90.30180	12089
-90.17705	12523
-90.05213	13082
-89.92705	13264
-89.80180	13051
-89.67638	12781
-89.55080	12417
-89.42505	11927
-89.29914	11485
-89.17307	11015
-89.04682	10543
-88.92042	10771
-88.79384	12040
-88.66711	13221
-88.54020	13687
-88.41314	13622
-88.28590	13133
-88.15850	12510
-88.03094	11868
-87.90321	11104
-87.77531	10256
-87.64725	9572
-87.51903	9168
-87.39064	8721
-87.26208	8223
-87.13336	7764
-87.00447	7469
-86.87542	7050
-86.74620	6631
-86.61682	6242
-86.48727	5768
-86.35755	5544
-86.22768	5384
-86.09763	5170
-85.96742	5070
-85.83705	5120
-85.70651	4963
-85.57580	4867
-85.44493	4873
-85.31389	4824
-85.18269	4745
-85.05132	4737
-84.91979	4726
-84.78809	4727
-84.65623	4786
-84.52420	4804
-84.39201	4682
-84.25965	4758
-84.12713	4868
-83.99444	4987
-83.86158	4882
-83.72856	4787
-83.59538	4641
-83.46203	4418
-83.32851	4174
-83.19483	4144
-83.06098	4166
-82.92697	4007
-82.79279	3917
-82.65845	3977
-82.52394	3865
-82.38927	3864
-82.25443	3822
-82.11942	3756
-81.98425	3677
-81.84892	3816
-81.71342	3882
-81.57775	4056
-81.44192	4237
-81.30593	4435
-81.16977	4606
-81.03344	4786
-80.89695	4829
-80.76029	4802
-80.62347	4762
-80.48648	4740
-80.34932	5091
-80.21201	5876
-80.07452	6471
-79.93687	6868
-79.79906	9811
-79.66108	13966
-79.52293	15381
-79.38462	15221
-79.24615	14067
-79.10750	13097
-78.96870	12807
-78.82973	12806
-78.69059	12728
-78.55129	12722
-78.41182	12944
-78.27218	13410
-78.13239	13716
-77.99242	13878
-77.85229	13995
-77.71200	14024
-77.57154	14093
-77.43091	14022
-77.29012	13903
-77.14917	13936
-77.00804	13904
-76.86676	13769
-76.72531	13713
-76.58369	13801
-76.44191	13903
-76.29996	13861
-76.15785	13688
-76.01557	13533
-75.87312	13373
-75.73051	13403
-75.58774	13264
-75.44480	13141
-75.30169	13240
-75.15842	13470
-75.01499	13715
-74.87139	13653
-74.72762	13347
-74.58369	13173
-74.43959	12894
-74.29533	12808
-74.15090	12769
-74.00631	12846
-73.86155	12747
-73.71663	12770
-73.57154	12894
-73.42628	12940
-73.28086	12935
-73.13528	13042
-72.98953	13048
-72.84361	12943
-72.69753	12775
-72.55128	13048
-72.40487	13929
-72.25830	14781
-72.11155	15153
-71.96465	14780
-71.81757	14387
-71.67033	14273
-71.52293	14156
-71.37536	14047
-71.22763	14045
-71.07973	14144
-70.93166	14152
-70.78343	14072
-70.63504	14150
-70.48648	14139
-70.33775	14120
-70.18886	14141
-70.03980	14014
-69.89058	13934
-69.74119	13932
-69.59164	13903
-69.44192	13769
-69.29204	13562
-69.14199	13500
-68.99177	13316
-68.84139	13133
-68.69085	12958
-68.54014	12673
-68.38926	12429
-68.23822	12038
-68.08702	11803
-67.93565	11603
-67.78411	11303
-67.63241	11056
-67.48054	10858
-67.32851	10688
-67.17631	10641
-67.02394	10543
-66.87142	10560
-66.71872	10404
-66.56586	10113
-66.41284	9835
-66.25965	9669
-66.10629	9373
-65.95277	9324
-65.79909	9333
-65.64523	9449
-65.49122	9470
-65.33703	9801
-65.18269	10244
-65.02817	10961
-64.87350	11778
-64.71865	12492
-64.56364	12932
-64.40847	13188
-64.25313	13247
-64.09763	13362
-63.94196	13377
-63.78612	13585
-63.63012	13797
-63.47396	13985
